천일문라이브러리,무관,"시급 7,530원","스터디룸·독서실·고시원, ","경기 수원시 영통구 반달로7번길 16 (영통동, e-폴리스) 7층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60261459&mj_stat=0&optgf=
정규직으로 일하는 다이소물류센터,남자,"월급 2,800,000원","입출고·창고관리, 포장·품질검사, ",경기 용인시 처인구 남사면 북리 608-23 용인 다이소 허브센터,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60261081&mj_stat=0&optgf=
월450만원이상+투잡가능/유류비지원/자녀학자금지원,무관,"월급 5,000,000원","운송·이사, 대리운전·일반운전, 택배·퀵서비스, ",이마트몰 물류센터/지역점근무/ 인센티브제/장기근속수당/차량유지비지원/인근거주지및희망지역배정,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60239663&mj_stat=0&optgf=
주식회사 인기명 수원망포점,무관,"연봉 24,000,000원","일반음식점, 서빙, 주방장·조리사, ",경기 수원시 영통구 영통동 978-4 1층 인기명,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60260212&mj_stat=0&optgf=
탑플레이스 pc방,남자,"시급 8,500원","일반음식점, PC방, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 3층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60259382&mj_stat=0&optgf=
칠성포차수원영통점,무관,"시급 8,000원","호프·일반주점, 서빙, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 210,211호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60258735&mj_stat=0&optgf=
㈜가배2호,무관,"월급 1,700,000원","커피전문점, 바리스타, ",경기 수원시 영통구 영통동 416번저 삼성전자 R5 B타워 1층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60257957&mj_stat=0&optgf=
보드람치킨영통점,남자,"시급 7,600원","일반음식점, 서빙, 치킨·피자전문점, ",경기 수원시 영통구 영통동 975-13서린프라자 104호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60257558&mj_stat=0&optgf=
모두랑,무관,"시급 8,500원","일반음식점, 호프·일반주점, ",경기 수원시 영통구 영통로200번길 75 (영통동) 1층 모두랑호프,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60257395&mj_stat=0&optgf=
하우저 물류센터,무관,"월급 5,000,000원","배달, 유통점·마트, 생산·건설·노무 기타, ",경기 수원시 영통구 영통동 하우저물류센터,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60247447&mj_stat=0&optgf=
생활맥주망포점,무관,"시급 7,600원","일반음식점, 호프·일반주점, ","경기 수원시 영통구 영통로 195 (망포동, 골든스퀘어) 1층124호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60256166&mj_stat=0&optgf=
내일은토요일,여자,"시급 15,000원","호프·일반주점, ",경기 수원시 영통구 청명남로 46 (영통동) 3층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60256065&mj_stat=0&optgf=
카페오후엔,무관,"시급 7,600원","바리스타, 커피전문점, ",경기 수원시 영통구 영통동 958-1 드림피아 106호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60255945&mj_stat=0&optgf=
써브웨이 홈플러스영통점,무관,"시급 7,530원","패스트푸드점, ","경기 수원시 영통구 봉영로 1576 (영통동, 영통홈플러스) 홈플러스영통점 1층 써브웨이코너",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60255909&mj_stat=0&optgf=
뚜레쥬르,무관,"시급 7,530원","베이커리·도넛·떡, 주방장·조리사, 매장관리·판매, ",경기 수원시 영통구 영통동 968 동보신명상가 108호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60255906&mj_stat=0&optgf=
이디야/황골마을점,무관,"월급 1,600,000원","커피전문점, ",경기 수원시 영통구 영통동 947-11,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60255724&mj_stat=0&optgf=
친절한 아이오스,무관,"일급 90,000원","입출고·창고관리, 상하차·소화물 분류, 택배·퀵서비스, ",경기 광주시 산수로 642-70 (신월리) CJ대한통운 광주 메가허브 터미널,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60215507&mj_stat=0&optgf=
모바일 인공지능 테스트업무/ 신입 /어렵지않습니다 ^^,무관,"월급 2,000,000원","인사·총무, 경리·회계보조, 사무보조, ","경기 수원시 영통구 봉영로 1670 (영통동, 청명역) 청명역",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60241632&mj_stat=0&optgf=
마크짐휘트니스 영통역점,무관,"연봉 60,000,000원","피트니스 트레이너, ","경기 수원시 영통구 봉영로 1617 (영통동, 훼미리타워) 훼미리타워 지하1층 마크짐 휘트니스",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60254961&mj_stat=0&optgf=
브리즈 피씨 까페 수원영통점,무관,"시급 9,036원","서비스 기타, 캐셔·카운터, PC방, ",경기 수원시 영통구 영통동 998-7 4층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60254551&mj_stat=0&optgf=
유바에,무관,"시급 8,300원","일반음식점, 호프·일반주점, 서빙, ",경기 수원시 영통구 영통동 998-8 키라레스토아 101호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60254346&mj_stat=0&optgf=
플젠,무관,"시급 8,000원","호프·일반주점, 일반음식점, 서빙, ",경기 수원시 영통구 영통동 975-11번지 1층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60253228&mj_stat=0&optgf=
자연별곡 망포점,무관,"시급 7,530원","패밀리레스토랑, ",경기 수원시 영통구 덕영대로 1566 (영통동) 더 판타지움 2층 자연별곡,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60253930&mj_stat=0&optgf=
버거킹 수원영통점,무관,"시급 7,530원","패스트푸드점, 매장관리·판매, ","경기 수원시 영통구 봉영로 1623 (영통동, 드림피아빌딩) 드림피아빌딩 1층 버거킹",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60253897&mj_stat=0&optgf=
헬로방방 키즈카페,여자,"시급 8,000원","매장관리·판매, 키즈카페, 커피전문점, ","경기 수원시 영통구 반달로 21 (영통동, 매직프라자) 701호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60253827&mj_stat=0&optgf=
스트릿츄러스 영통 홈플러스점,무관,"시급 7,530원","베이커리·도넛·떡, ","경기 수원시 영통구 봉영로 1576 (영통동, 영통홈플러스) 1층 스트릿츄러스",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60253749&mj_stat=0&optgf=
TONY PC,무관,"시급 7,530원","PC방, ","경기 수원시 영통구 청명로 7 (영통동, 청명타운텔) 지하1층 TONY PC",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60252862&mj_stat=0&optgf=
37도씨,남자,"월급 2,000,000원","바(bar), ",경기 수원시 팔달구 인계동 1031-3 혜연빌딩 2층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60252212&mj_stat=0&optgf=
3POP PC방,여자,"시급 7,700원","PC방, 캐셔·카운터, ",경기 수원시 영통구 영통동 976-18번지 5층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60252055&mj_stat=0&optgf=
마블짐,무관,"시급 7,530원","전단지배포, ","경기 수원시 영통구 봉영로1759번길 8-15 (영통동, 현명빌딩) 마블짐휘트니스 5층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60251122&mj_stat=0&optgf=
더제이필라테스,여자,"시급 7,600원","피트니스·스포츠, ",경기 수원시 영통구 봉영로 1612 (영통동) 보보스프라자 719호 더제이필라테스,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60249606&mj_stat=0&optgf=
마크짐휘트니스,무관,"월급 1,500,000원","일반영업·판매, 매장관리·판매, 안내데스크, ",경기도 수원시 영통구 봉영로 1617 훼미리타워,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60248880&mj_stat=0&optgf=
㈜아이풀,무관,"시급 7,530원","서비스 기타, 청소·미화, ","경기 수원시 영통구 영통로 136 (망포동, 센트럴타워) 지하1층 아이풀수영장",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60248384&mj_stat=0&optgf=
㈜리딩홀딩스,무관,"연봉 20,000,000원","사무보조, 경리·회계보조, 시스템·네트워크·보안, ",경기 수원시 영통구 영통동 959-4 다모아프라자 9층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60247582&mj_stat=0&optgf=
㈜자연관광여행사,무관,"일급 37,000원","보조교사, 서비스 기타, ",경기 수원시 영통구 영통동 29-3 수원외국인학교,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60247542&mj_stat=0&optgf=
트래블앤아트,무관,"월급 2,500,000원","패스트푸드점, 배달, 일반음식점, ",경기 수원시 영통구 영통동 1050-6,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60247341&mj_stat=0&optgf=
노가리슈퍼,남자,"시급 8,000원","호프·일반주점, ","경기 수원시 영통구 청명남로28번길 20 (영통동, 플러스타운빌딩) 1층 110호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60247125&mj_stat=0&optgf=
치요 망포점,무관,"월급 2,700,000원","호프·일반주점, 서빙, 주방장·조리사, ","경기 수원시 영통구 영통로214번길 17 (영통동, ASK빌딩) 2층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60247074&mj_stat=0&optgf=
㈜가배2호,무관,"월급 1,700,000원","커피전문점, 바리스타, ",경기 수원시 영통구 영통동 416번저 삼성전자 R5 B타워 1층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60246987&mj_stat=0&optgf=
슈코우,무관,"월급 2,000,000원","레스토랑, 일반음식점, 호프·일반주점, ",경기 수원시 영통구 청명남로12번길 9 (영통동) 1층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60246568&mj_stat=0&optgf=
르노삼성자동차 중앙연구소 (스탭스),무관,"월급 2,100,000원","제조·가공·조립, 입출고·창고관리, 포장·품질검사, ","경기 용인시 기흥구 탑실로 61 (공세동, 르노삼성자동차(주)중앙연구소)  공세동",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60246165&mj_stat=0&optgf=
배스킨라빈스 영통홈플러스,무관,"시급 7,530원","아이스크림·디저트, 매장관리·판매, 베이커리·도넛·떡, ",경기 수원시 영통구 영통동 영통홈플러스 내 1층 배스킨라빈스,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60245843&mj_stat=0&optgf=
충만치킨,무관,"시급 8,300원","치킨·피자전문점, 서빙, ",경기 수원시 영통구 신동 935 충만치킨,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60245675&mj_stat=0&optgf=
오마뎅영통점,무관,"시급 7,600원","패스트푸드점, 일반음식점, 급식·푸드시스템, ",경기 수원시 영통구 영통동 998-4 e-폴리스 106호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60245521&mj_stat=0&optgf=
삼성노블카운티,무관,"연봉 25,000,000원","간호조무사·간호사, ",경기 용인시 기흥구 하갈동 490번지 삼성노블카운티 리빙프라자 2층 인사지원팀,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60244914&mj_stat=0&optgf=
채돈이(영통점),남자,"월급 2,000,000원","일반음식점, ",경기 수원시 영통구 청명남로34번길 21 (영통동) 테라스가든주차빌딩 1층 116호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60244645&mj_stat=0&optgf=
GS25,무관,"시급 7,530원","편의점, 매장관리·판매, ",영통구영통로513 gs25 황골주공점,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60244157&mj_stat=0&optgf=
써브웨이 홈플러스영통점,무관,"시급 7,530원","패스트푸드점, ","경기 수원시 영통구 봉영로 1576 (영통동, 영통홈플러스) 홈플러스영통점 1층 써브웨이코너",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60243966&mj_stat=0&optgf=
아침마당,무관,"월급 2,550,000원","유통점·마트, 매장관리·판매, 배달, ","경기 수원시 영통구 덕영대로1555번길 46 (영통동, 롯데크리닉상가) 아침마당",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60243959&mj_stat=0&optgf=
유현글로벌,무관,"월급 3,400,000원","제조·가공·조립, 포장·품질검사, ","경기 수원시 권선구 경수대로 261 (세류동, 리치타워) 5층 유현글로벌",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60243478&mj_stat=0&optgf=
노랑통닭,남자,"시급 12,000원","치킨·피자전문점, ",경기 수원시 영통구 망포동 386 110호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60243103&mj_stat=0&optgf=
그릴존,무관,"월급 2,450,000원","서빙, 레스토랑, ",경기 수원시 영통구 영통동 1021-1,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60243071&mj_stat=0&optgf=
천일문라이브러리,무관,"시급 7,530원","스터디룸·독서실·고시원, ","경기 수원시 영통구 반달로7번길 16 (영통동, e-폴리스) 7층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60242035&mj_stat=0&optgf=
주식회사 알투스컴퍼니,여자,"월급 1,650,000원","사무보조, 고객상담·인바운드, 영업관리·지원, ",경기 수원시 영통구 원천동 288-1,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60240842&mj_stat=0&optgf=
대동집,무관,"시급 8,000원","서빙, 일반음식점, 주방보조·설거지, ",경기 수원시 영통구 망포동 539 곱창고,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60240702&mj_stat=0&optgf=
탑플레이스 pc방,남자,"시급 8,500원","일반음식점, PC방, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 3층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60238696&mj_stat=0&optgf=
아트모마 수원 영통 경기 동탄지사,여자,"건별 70,000원","방문·학습지, 유아·유치원, 교육·강사 기타, ","경기 화성시 동탄공원로 21-40 (능동, 동탄푸른마을두산위브아파트) 925-1202",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=59998485&mj_stat=0&optgf=
제임스스튜디오,여자,"시급 8,000원","사진촬영·편집, ",경기 수원시 영통구 영통동 1011-5 테라스가든상가 2층 215호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60238165&mj_stat=0&optgf=
모두랑,무관,"시급 8,500원","일반음식점, 호프·일반주점, ",경기 수원시 영통구 영통로200번길 75 (영통동) 1층 모두랑호프,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60236396&mj_stat=0&optgf=
칠성포차수원영통점,무관,"시급 8,000원","호프·일반주점, 서빙, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 210,211호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60234505&mj_stat=0&optgf=
유성워크넷,여자,"월급 2,000,000원","사무보조, 고객상담·인바운드, ",근무지는 범계역 앞 입니다,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60223206&mj_stat=0&optgf=
우산속,여자,"시급 20,000원","바(bar), ",경기 화성시 석우동 32-5 세비앙오피스텔 206호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60215290&mj_stat=0&optgf=
HS (한산),여자,"월급 3,500,000원","바(bar), ","경기 화성시 동탄중심상가1길 31 (반송동, 광장타워) 404-1호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60128701&mj_stat=0&optgf=
㈜미래티엠에스,여자,"월급 2,600,000원","포장·품질검사, 제조·가공·조립, ","경기 용인시 기흥구 하갈로15번길 46 (보라동, 윤인테크노타운) 보라동 473-4 윤인테크노타운",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60149098&mj_stat=0&optgf=
와바,무관,"시급 8,000원","호프·일반주점, 일반음식점, 서빙, ",경기 수원시 영통구 영통동 1010-12 2층  와바,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60233947&mj_stat=0&optgf=
파티,여자,"월급 5,000,000원","바(bar), ",경기 수원시 영통구 영통동 974-7 3층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60233282&mj_stat=0&optgf=
펀비어킹,무관,"시급 8,000원","호프·일반주점, 일반음식점, ",경기 수원시 영통구 망포동 387,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60233073&mj_stat=0&optgf=
자연별곡 망포점,무관,"시급 7,530원","패밀리레스토랑, ",경기 수원시 영통구 덕영대로 1566 (영통동) 더 판타지움 2층 자연별곡,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60232291&mj_stat=0&optgf=
37도씨,남자,"월급 2,000,000원","바(bar), ",경기 수원시 팔달구 인계동 1031-3 혜연빌딩 2층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60230860&mj_stat=0&optgf=
스뎅,무관,"시급 9,000원","호프·일반주점, 일반음식점, 주방장·조리사, ",경기 화성시 반월동 360-2  2층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60230716&mj_stat=0&optgf=
아웃백 스테이크하우스 수원 영통점,무관,"시급 9,050원","패밀리레스토랑, ","경기 수원시 영통구 봉영로 1613 (영통동, 영통하우스토리) B1F 아웃백 스테이크 하우스 영통점",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60230037&mj_stat=0&optgf=
롯데GRS㈜ TGIF,무관,"시급 7,530원","패밀리레스토랑, 일반음식점, ","경기 수원시 영통구 봉영로 1579 (영통동, 롯데마트영통점) 5층 TGIF 롯데마트 영통점",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60229721&mj_stat=0&optgf=
노랑통닭,남자,"시급 12,000원","치킨·피자전문점, ",경기 수원시 영통구 망포동 386 110호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60228907&mj_stat=0&optgf=
황선생영어,무관,"시급 9,000원","입시·보습학원, 보조교사, ","경기 수원시 영통구 영통동 1038-14번지, 201호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60228598&mj_stat=0&optgf=
커피빈코리아 수원망포역점,무관,"시급 7,530원","커피전문점, ",경기 수원시 영통구 영통로214번길 8 (영통동) 1층 커피빈,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60228367&mj_stat=0&optgf=
영통청담어학원,무관,"시급 8,000원","사무보조, 디자인 기타, ","경기 수원시 영통구 봉영로 1587 (영통동, 다모아프라자) 3층 청담어학원",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60228107&mj_stat=0&optgf=
대동집,무관,"시급 8,000원","서빙, 일반음식점, 주방보조·설거지, ",경기 수원시 영통구 망포동 539 곱창고,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60227442&mj_stat=0&optgf=
더제이필라테스,여자,"시급 7,600원","피트니스·스포츠, ",경기 수원시 영통구 봉영로 1612 (영통동) 보보스프라자 719호 더제이필라테스,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60227241&mj_stat=0&optgf=
연봉6천이상/땀흘린만큼 수입/소화물배송/주부가능/부부가,무관,"월급 4,500,000원","입출고·창고관리, 택배·퀵서비스, ",경기 수원시 영통구 이의동 광교 롯데택배,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60226641&mj_stat=0&optgf=
애슐리 수원망포점,무관,"시급 7,530원","패밀리레스토랑, ",경기 수원시 영통구 덕영대로 1566 (영통동) 판타지움 2층 애슐리,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60226544&mj_stat=0&optgf=
배스킨라빈스 영통홈플러스,무관,"시급 7,530원","아이스크림·디저트, 매장관리·판매, 베이커리·도넛·떡, ",경기 수원시 영통구 영통동 영통홈플러스 내 1층 배스킨라빈스,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60226390&mj_stat=0&optgf=
건강해GYM,여자,"월급 600,000원","안내데스크, ",경기 수원시 영통구 영통동 980-3 디지털 엠파이어빌딩 F동 3층 건강해gym,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60226381&mj_stat=0&optgf=
천일문라이브러리,무관,"시급 7,530원","스터디룸·독서실·고시원, ","경기 수원시 영통구 반달로7번길 16 (영통동, e-폴리스) 7층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60226114&mj_stat=0&optgf=
마블짐,무관,"시급 7,530원","전단지배포, ","경기 수원시 영통구 봉영로1759번길 8-15 (영통동, 현명빌딩) 마블짐휘트니스 5층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60225881&mj_stat=0&optgf=
카인드짐 망포점,무관,"월급 1,000,000원","피트니스·스포츠, 문화·여가·생활 기타, 피트니스 트레이너, ","경기 수원시 영통구 영통로 136 (망포동, 센트럴타워) 4층 407호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60225659&mj_stat=0&optgf=
천재교과서 수업사업국,무관,"시급 8,000원","일반영업·판매, 매장관리·판매, 보조교사, ","경기 수원시 영통구 반달로7번길 40 (영통동, 평익칼라스위트) 604호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60225226&mj_stat=0&optgf=
맥도날드 수원 경희대,무관,"시급 7,530원","패스트푸드점, ",경기 수원시 영통구 영통동 1024-9번지,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60224851&mj_stat=0&optgf=
㈜가배2호,무관,"월급 1,700,000원","커피전문점, 바리스타, ",경기 수원시 영통구 영통동 416번저 삼성전자 R5 B타워 1층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60224448&mj_stat=0&optgf=
엔젤이앤씨,무관,"월급 1,000,000원","여행·캠프·레포츠, 피트니스·스포츠, ",경기 수원시 영통구 영통동 1025-1 보보스스포렉스 2층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60224221&mj_stat=0&optgf=
퓨전키친카페(주식회사 혜성식품),무관,"월급 2,500,000원","주방장·조리사, ",경기 수원시 영통구 영통동 76-1 장안정밀기계,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60224036&mj_stat=0&optgf=
이마트24 수원망포원룸점,무관,"시급 7,530원","편의점, 매장관리·판매, 캐셔·카운터, ",경기 수원시 영통구 망포동 355-12,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60223819&mj_stat=0&optgf=
어반드림,남자,"시급 8,000원","일반음식점, ",경기 수원시 영통구 매영로 414 (영통동) 1층 어반드림,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60223769&mj_stat=0&optgf=
바른골프,무관,"월급 800,000원","매장관리·판매, 안내데스크, 고객상담·인바운드, ","경기 용인시 기흥구 중부대로 64 (영덕동, 영통프리미엄아울렛) B동 2층 바른골프",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60222529&mj_stat=0&optgf=
㈜조앤푸드,무관,"시급 8,400원","일반음식점, 패밀리레스토랑, 서빙, ",경기 수원시 영통구 영통동 958-3 영통하우스토리 107호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60222308&mj_stat=0&optgf=
에이블어학원,무관,"시급 7,600원","안내데스크, 교육·강사 기타, ",경기 수원시 영통구 영통동 979-2번지 늘푸른빌딩 8층 에이블 어학원,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60222279&mj_stat=0&optgf=
채돈이(영통점),남자,"월급 2,000,000원","일반음식점, ",경기 수원시 영통구 청명남로34번길 21 (영통동) 테라스가든주차빌딩 1층 116호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60222061&mj_stat=0&optgf=
헬로방방 키즈카페,여자,"시급 8,000원","매장관리·판매, 키즈카페, 커피전문점, ","경기 수원시 영통구 반달로 21 (영통동, 매직프라자) 701호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60221376&mj_stat=0&optgf=
비엡시금융서비스 AD지점,무관,"월급 5,000,000원","금융·보험영업, ",경기 수원시 영통구 권선로882번길 43-11 (신동) 1층,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60220031&mj_stat=0&optgf=
매드테이블 수원영통점,무관,"시급 10,000원","호프·일반주점, 서빙, 레스토랑, ","경기 수원시 영통구 영통로214번길 41 (영통동, 토야 플라자) 토야빌딩 202호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60219429&mj_stat=0&optgf=
카페오후엔,무관,"시급 7,600원","바리스타, 커피전문점, ",경기 수원시 영통구 영통동 958-1 드림피아 106호,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60218953&mj_stat=0&optgf=
LG U+ 가온모바일,무관,"월급 2,500,000원","매장관리·판매, 휴대폰·전자기기매장, ","경기 수원시 영통구 덕영대로1555번길 13 (영통동, 세일빌딩) 1층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60217136&mj_stat=0&optgf=
탑플레이스 pc방,남자,"시급 8,500원","일반음식점, PC방, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 3층",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60217139&mj_stat=0&optgf=
수원경희대점,무관,"시급 7,530원","배달, 패스트푸드점, ","경기 수원시 영통구 덕영대로 1703 (영통동, 아이시티) 경희대국제캠퍼스점 맥도날드",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60216204&mj_stat=0&optgf=
빽다방 수원영통중앙점,무관,"시급 7,530원","커피전문점, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 105-1",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60216169&mj_stat=0&optgf=
현진정보시스템,무관,"연봉 20,000,000원","사무보조, 문서작성·자료조사, ",경기 화성시 동학산1길 10-15 (석우동) 1층 현진정보시스템,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60215379&mj_stat=0&optgf=
수학전문학원,무관,"시급 8,000원","입시·보습학원, 보조교사, ",경기 수원시 영통구 망포동 569-3 번지,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60215158&mj_stat=0&optgf=
모두랑,무관,"시급 8,500원","일반음식점, 호프·일반주점, ",경기 수원시 영통구 영통로200번길 75 (영통동) 1층 모두랑호프,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60214568&mj_stat=0&optgf=
네오빌,무관,"월급 1,800,000원","청소·미화, 주방장·조리사, 서비스 기타, ",경기 수원시 영통구 영통동 1021-1,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60214540&mj_stat=0&optgf=
쿠팡풀필먼트서비스 유한회사,무관,"일급 79,065원","입출고·창고관리, 포장·품질검사, 쇼핑몰·소셜커머스·홈쇼핑, ",경기 여주시 점봉동 204-3,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60181524&mj_stat=0&optgf=
칠성포차수원영통점,무관,"시급 8,000원","호프·일반주점, 서빙, ","경기 수원시 영통구 청명남로 31 (영통동, 키라레스토아) 210,211호",http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60213267&mj_stat=0&optgf=
친절한 아이오스,무관,"일급 90,000원","입출고·창고관리, 상하차·소화물 분류, 택배·퀵서비스, ",경기 광주시 산수로 642-70 (신월리) CJ대한통운 광주 메가허브 터미널,http://www.albamon.com/list/gi/mon_gib_read.asp?AL_GI_No=60161741&mj_stat=0&optgf=
